"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","DC","N_NFI2","V_NFI2","BA_NFI2","N_NFI3","V_NFI3","BA_NFI3","N_NFI4","V_NFI4","BA_NFI4"
369,42.677277,-4.294957,"A","4","A","1","25","P. nigra",15,0,0,0,95.493,5.71812,1.39228,31.8310155048877,3.45498872120149,0.5929
369,42.677277,-4.294957,"A","4","A","1","25","P. nigra",20,0,0,0,286.479,42.0325,9.19389,127.324062019551,20.1688104116818,3.768625
369,42.677277,-4.294957,"A","4","A","1","25","P. nigra",25,0,0,0,70.7356,15.188,3.22102,212.206770032584,63.0899608976854,10.8543305555556
369,42.677277,-4.294957,"A","4","A","1","25","P. nigra",30,0,0,0,14.1471,4.67356,0.855625,127.324062019551,51.0094803383605,8.39198611111111
369,42.677277,-4.294957,"A","4","A","1","26","P. pinaster",25,0,0,0,14.1471,3.37703,0.736736,0,0,0
369,42.677277,-4.294957,"A","4","A","1","26","P. pinaster",30,0,0,0,14.1471,4.65987,0.9409,0,0,0
369,42.677277,-4.294957,"A","4","A","1","45","Quercus ilex",10,0,0,0,254.648,9.71667,2.37445,254.648124039101,10.865129837407,2.83225
381,42.659957,-4.892451,"A","1","0","0","21","P. sylvestris",25,0,0,0,14.1471,4.03121,0.634678,0,0,0
381,42.659957,-4.892451,"A","1","0","0","25","P. nigra",30,0,0,0,14.1471,7.07581,0.993344,0,0,0
381,42.659957,-4.892451,"A","1","0","0","26","P. pinaster",30,0,0,0,14.1471,6.23293,1.06434,0,0,0
383,42.650956,-4.892178,"A","4","0","0","21","P. sylvestris",20,0,0,0,159.155,24.9792,5.31516,0,0,0
383,42.650956,-4.892178,"A","4","0","0","21","P. sylvestris",25,0,0,0,70.7356,18.2255,3.5317,0,0,0
383,42.650956,-4.892178,"A","4","0","0","21","P. sylvestris",30,0,0,0,28.2942,9.47556,1.8281,0,0,0
385,42.641955,-4.891905,"A","1","A","4","21","P. sylvestris",20,0,0,0,477.465,71.4192,13.9177,159.155077524438,33.6105450571388,5.57545625
385,42.641955,-4.891905,"A","1","A","4","21","P. sylvestris",25,0,0,0,14.1471,3.08493,0.585225,99.029826015206,27.5429171781251,4.65279444444444
385,42.641955,-4.891905,"A","1","A","4","25","P. nigra",20,0,0,0,190.986,32,5.99109,95.493046514663,22.7665192423388,3.4609625
385,42.641955,-4.891905,"A","1","A","4","25","P. nigra",25,0,0,0,28.2942,6.48951,1.20181,198.059652030412,69.1288065966279,10.199675
387,42.642356,-4.867522,"A","1","0","0","21","P. sylvestris",20,0,0,0,95.493,14.617,3.14451,0,0,0
387,42.642356,-4.867522,"A","1","0","0","21","P. sylvestris",25,0,0,0,14.1471,2.21762,0.565003,0,0,0
387,42.642356,-4.867522,"A","1","0","0","25","P. nigra",20,0,0,0,190.986,24.8949,5.5625,0,0,0
387,42.642356,-4.867522,"A","1","0","0","25","P. nigra",25,0,0,0,14.1471,3.39073,0.754003,0,0,0
388,42.632955,-4.891632,"A","1","A","4","21","P. sylvestris",20,0,0,0,254.648,36.9797,7.51413,0,0,0
388,42.632955,-4.891632,"A","1","A","4","21","P. sylvestris",25,0,0,0,14.1471,3.01081,0.570025,155.618298023895,42.855191480023,7.14350277777778
388,42.632955,-4.891632,"A","1","A","4","25","P. nigra",20,0,0,0,222.817,32.3273,6.2534,63.6620310097753,11.1338107910993,1.8078125
388,42.632955,-4.891632,"A","1","A","4","25","P. nigra",25,0,0,0,14.1471,3.29011,0.598044,84.8827080130337,28.5847613597956,4.20910277777778
389,42.633156,-4.879442,"A","1","0","0","21","P. sylvestris",20,0,0,0,31.831,4.56875,1.15562,0,0,0
393,42.624155,-4.879171,"A","1","0","0","21","P. sylvestris",15,0,0,0,286.479,18.7178,4.96296,0,0,0
393,42.624155,-4.879171,"A","1","0","0","21","P. sylvestris",20,0,0,0,31.831,3.46077,0.855625,0,0,0
393,42.624155,-4.879171,"A","1","0","0","25","P. nigra",15,0,0,0,350.141,23.3435,6.70087,0,0,0
394,42.624354,-4.866984,"A","1","0","0","21","P. sylvestris",25,0,0,0,56.5885,12.5194,2.49372,0,0,0
394,42.624354,-4.866984,"A","1","0","0","21","P. sylvestris",35,0,0,0,14.1471,5.96875,1.19538,0,0,0
394,42.624354,-4.866984,"A","1","0","0","25","P. nigra",15,0,0,0,381.972,32.593,7.05166,0,0,0
394,42.624354,-4.866984,"A","1","0","0","25","P. nigra",20,0,0,0,95.493,12.6797,2.63113,0,0,0
395,42.614953,-4.891087,"A","1","0","0","21","P. sylvestris",20,0,0,0,31.831,4.09975,0.926406,0,0,0
395,42.614953,-4.891087,"A","1","0","0","21","P. sylvestris",25,0,0,0,14.1471,3.09648,0.637336,0,0,0
395,42.614953,-4.891087,"A","1","0","0","25","P. nigra",25,0,0,0,84.8827,19.4252,3.75485,0,0,0
395,42.614953,-4.891087,"A","1","0","0","25","P. nigra",30,0,0,0,14.1471,4.64061,0.849469,0,0,0
395,42.614953,-4.891087,"A","1","0","0","26","P. pinaster",25,0,0,0,28.2942,7.65631,1.54494,0,0,0
395,42.614953,-4.891087,"A","1","0","0","26","P. pinaster",30,0,0,0,28.2942,8.69575,1.69281,0,0,0
395,42.614953,-4.891087,"A","1","0","0","43","Q. pyrenaica",15,0,0,0,31.831,1.03426,0.390625,0,0,0
399,42.605953,-4.890814,"A","1","0","0","21","P. sylvestris",20,0,0,0,286.479,36.3559,7.93258,0,0,0
399,42.605953,-4.890814,"A","1","0","0","25","P. nigra",15,0,0,0,477.465,34.7209,8.24531,0,0,0
399,42.605953,-4.890814,"A","1","0","0","25","P. nigra",20,0,0,0,31.831,5.39382,1.13956,0,0,0
399,42.605953,-4.890814,"A","1","0","0","25","P. nigra",25,0,0,0,14.1471,4.24141,0.748225,0,0,0
400,42.606153,-4.87863,"A","4","A","1","21","P. sylvestris",25,0,0,0,14.1471,3.59589,0.819025,14.1471180021723,3.99626890179594,0.7744
400,42.606153,-4.87863,"A","4","A","1","21","P. sylvestris",30,0,0,0,14.1471,4.19605,0.924803,14.1471180021723,4.62872641155152,0.880469444444444
400,42.606153,-4.87863,"A","4","A","1","25","P. nigra",20,0,0,0,159.155,23.8888,5.13736,0,0,0
400,42.606153,-4.87863,"A","4","A","1","25","P. nigra",25,0,0,0,99.0298,24.3342,4.90464,84.8827080130337,24.0130811034313,4.11625
400,42.606153,-4.87863,"A","4","A","1","25","P. nigra",30,0,0,0,14.1471,4.84928,0.9216,70.7355900108615,30.4161193287983,5.00621944444444
400,42.606153,-4.87863,"A","4","A","1","26","P. pinaster",25,0,0,0,28.2942,7.26356,1.4625,0,0,0
400,42.606153,-4.87863,"A","4","A","1","26","P. pinaster",30,0,0,0,56.5885,20.117,4.2319,0,0,0
400,42.606153,-4.87863,"A","4","A","1","26","P. pinaster",35,0,0,0,14.1471,7.71331,1.40422,28.2942360043446,16.6067657871979,2.77888055555556
401,42.60655,-4.854261,"A","1","0","0","21","P. sylvestris",20,0,0,0,159.155,26.7791,5.17737,0,0,0
401,42.60655,-4.854261,"A","1","0","0","21","P. sylvestris",25,0,0,0,28.2942,6.90294,1.45858,0,0,0
401,42.60655,-4.854261,"A","1","0","0","26","P. pinaster",35,0,0,0,42.4414,21.8741,4.05696,0,0,0
401,42.60655,-4.854261,"A","1","0","0","26","P. pinaster",40,0,0,0,14.1471,7.78733,1.57503,0,0,0
406,42.578951,-4.889998,"A","1","0","0","21","P. sylvestris",20,0,0,0,318.31,39.2137,8.88989,0,0,0
406,42.578951,-4.889998,"A","1","0","0","21","P. sylvestris",25,0,0,0,28.2942,5.67064,1.27096,0,0,0
409,42.543148,-4.876739,"A","4","A","1","25","P. nigra",25,0,0,0,56.5885,15.736,2.6729,0,0,0
409,42.543148,-4.876739,"A","4","A","1","25","P. nigra",30,0,0,0,42.4414,17.7782,2.78295,42.4413540065169,21.3705840682512,2.91938888888889
409,42.543148,-4.876739,"A","4","A","1","25","P. nigra",35,0,0,0,14.1471,7.58509,1.19174,56.5884720086892,36.914609860302,5.05238333333333
409,42.543148,-4.876739,"A","4","A","1","43","Q. pyrenaica",10,0,0,0,509.296,14.1079,4.31768,254.648124039101,9.76388323546139,2.450025
409,42.543148,-4.876739,"A","4","A","1","43","Q. pyrenaica",20,0,0,0,159.155,21.2503,4.35971,222.817108534214,38.8731341134528,7.165375
409,42.543148,-4.876739,"A","4","A","1","43","Q. pyrenaica",25,0,0,0,42.4414,11.3352,1.96601,113.176944017378,30.6959691557678,5.02876944444444
409,42.543148,-4.876739,"A","4","A","1","43","Q. pyrenaica",30,0,0,0,28.2942,11.3064,2.01391,42.4413540065169,16.3264253216709,3.13917777777778
409,42.543148,-4.876739,"A","4","A","1","43","Q. pyrenaica",35,0,0,0,28.2942,15.5091,2.7752,14.1471180021723,9.1037596007612,1.48433611111111
410,42.543346,-4.864567,"A","4","A","1","25","P. nigra",30,0,0,0,14.1471,5.35989,0.861803,198.059652030412,101.360072716923,13.5427944444444
410,42.543346,-4.864567,"A","4","A","1","26","P. pinaster",40,0,0,0,14.1471,10.0168,1.57084,42.4413540065169,38.0458167032973,5.27912777777778
413,42.524946,-4.888369,"A","1","0","0","25","P. nigra",15,0,0,0,668.451,41.2055,11.8446,0,0,0
413,42.524946,-4.888369,"A","1","0","0","25","P. nigra",20,0,0,0,350.141,43.0008,10.3921,0,0,0
413,42.524946,-4.888369,"A","1","0","0","25","P. nigra",25,0,0,0,14.1471,2.82404,0.725336,0,0,0
414,42.525344,-4.864031,"A","1","0","0","25","P. nigra",25,0,0,0,113.177,21.6192,5.08362,0,0,0
415,42.515945,-4.888098,"A","1","0","0","25","P. nigra",15,0,0,0,445.634,25.4421,7.92133,0,0,0
415,42.515945,-4.888098,"A","1","0","0","25","P. nigra",20,0,0,0,190.986,21.5869,5.53123,0,0,0
415,42.515945,-4.888098,"A","1","0","0","25","P. nigra",25,0,0,0,14.1471,2.10284,0.567511,0,0,0
417,42.507342,-4.863496,"A","4","A","1","25","P. nigra",20,0,0,0,350.141,46.0007,10.6355,31.8310155048877,6.76657536581618,1.19355625
417,42.507342,-4.863496,"A","4","A","1","25","P. nigra",25,0,0,0,183.913,39.5095,8.55549,169.765416026067,48.6053270276924,8.34810277777778
417,42.507342,-4.863496,"A","4","A","1","25","P. nigra",30,0,0,0,14.1471,3.86374,0.9025,226.353888034757,94.740980749699,15.7691027777778
417,42.507342,-4.863496,"A","4","A","1","26","P. pinaster",25,0,0,0,14.1471,3.08962,0.600625,0,0,0
419,42.663374,-4.672924,"A","1","0","0","21","P. sylvestris",20,0,0,0,63.662,8.08683,2.25678,0,0,0
419,42.663374,-4.672924,"A","1","0","0","21","P. sylvestris",25,0,0,0,42.4414,7.65483,2.07421,0,0,0
420,42.663552,-4.660727,"A","3E","A","1","21","P. sylvestris",20,0,0,0,159.155,33.8425,5.47584,0,0,0
420,42.663552,-4.660727,"A","3E","A","1","21","P. sylvestris",25,0,0,0,99.0298,29.8762,4.89735,84.8827080130337,31.7463735610413,4.59984166666667
420,42.663552,-4.660727,"A","3E","A","1","21","P. sylvestris",30,0,0,0,28.2942,12.5834,2.05897,14.1471180021723,6.16484398519906,0.843336111111111
420,42.663552,-4.660727,"A","3E","A","1","21","P. sylvestris",35,0,0,0,14.1471,6.44659,1.25067,42.4413540065169,28.9815693066366,4.23338611111111
420,42.663552,-4.660727,"A","3E","A","1","25","P. nigra",20,0,0,0,63.662,11.6334,1.81462,0,0,0
420,42.663552,-4.660727,"A","3E","A","1","25","P. nigra",25,0,0,0,14.1471,4.01796,0.572544,14.1471180021723,6.46496770748717,0.7744
420,42.663552,-4.660727,"A","3E","A","1","25","P. nigra",40,0,0,0,14.1471,12.1818,1.72922,0,0,0
423,42.664758,-4.575345,"A","1","0","0","21","P. sylvestris",20,0,0,0,127.324,20.376,4.08869,0,0,0
423,42.664758,-4.575345,"A","1","0","0","21","P. sylvestris",25,0,0,0,28.2942,6.43841,1.2774,0,0,0
423,42.664758,-4.575345,"A","1","0","0","43","Q. pyrenaica",25,0,0,0,14.1471,3.61339,0.777336,0,0,0
426,42.65328,-4.745852,"A","3E","0","0","21","P. sylvestris",15,0,0,0,95.493,4.90723,1.66718,0,0,0
426,42.65328,-4.745852,"A","3E","0","0","21","P. sylvestris",35,0,0,0,42.4414,21.0569,4.01604,0,0,0
426,42.65328,-4.745852,"A","3E","0","0","21","P. sylvestris",40,0,0,0,14.1471,7.99722,1.57921,0,0,0
426,42.65328,-4.745852,"A","3E","0","0","21","P. sylvestris",45,0,0,0,10.1859,8.48696,1.54019,0,0,0
426,42.65328,-4.745852,"A","3E","0","0","26","P. pinaster",40,0,0,0,14.1471,11.2486,1.86778,0,0,0
428,42.65455,-4.660488,"A","1","0","0","21","P. sylvestris",25,0,0,0,70.7356,18.9052,3.73036,0,0,0
428,42.65455,-4.660488,"A","1","0","0","25","P. nigra",35,0,0,0,28.2942,15.3868,2.56944,0,0,0
429,42.655075,-4.623901,"A","4","0","0","21","P. sylvestris",10,0,0,0,254.648,3.92367,1.82363,0,0,0
430,42.655587,-4.587314,"A","1","0","0","21","P. sylvestris",30,0,0,0,14.1471,5.01892,0.953878,0,0,0
430,42.655587,-4.587314,"A","1","0","0","43","Q. pyrenaica",15,0,0,0,31.831,1.04505,0.393756,0,0,0
432,42.655923,-4.562922,"A","1","0","0","25","P. nigra",20,0,0,0,190.986,27.3877,5.76376,0,0,0
432,42.655923,-4.562922,"A","1","0","0","25","P. nigra",25,0,0,0,28.2942,7.22323,1.41129,0,0,0
434,42.643716,-4.782178,"A","3E","A","1","21","P. sylvestris",15,0,0,0,63.662,6.78373,1.34761,0,0,0
434,42.643716,-4.782178,"A","3E","A","1","21","P. sylvestris",20,0,0,0,95.493,13.8658,2.74951,31.8310155048877,4.77932581497035,0.8464
434,42.643716,-4.782178,"A","3E","A","1","21","P. sylvestris",25,0,0,0,70.7356,15.9427,3.13994,70.7355900108615,21.2177320700776,3.53048611111111
434,42.643716,-4.782178,"A","3E","A","1","21","P. sylvestris",30,0,0,0,42.4414,13.3693,2.88441,42.4413540065169,15.4588167499306,2.93122222222222
434,42.643716,-4.782178,"A","3E","A","1","25","P. nigra",15,0,0,0,31.831,3.29168,0.660156,0,0,0
434,42.643716,-4.782178,"A","3E","A","1","25","P. nigra",20,0,0,0,63.662,10.84,1.99028,31.8310155048877,6.41876909886514,1.02515625
434,42.643716,-4.782178,"A","3E","A","1","25","P. nigra",25,0,0,0,169.765,46.6724,8.30881,28.2942360043446,10.0960173130067,1.55467777777778
434,42.643716,-4.782178,"A","3E","A","1","25","P. nigra",30,0,0,0,28.2942,11.5667,2.00667,70.7355900108615,32.876438513149,4.87519444444444
434,42.643716,-4.782178,"A","3E","A","1","26","P. pinaster",25,0,0,0,14.1471,3.68533,0.716844,0,0,0
434,42.643716,-4.782178,"A","3E","A","1","26","P. pinaster",30,0,0,0,28.2942,11.0405,2.00776,14.1471180021723,6.79725541291278,1.08854444444444
435,42.643905,-4.769986,"A","1","0","0","25","P. nigra",30,0,0,0,14.1471,4.84004,0.886736,0,0,0
435,42.643905,-4.769986,"A","1","0","0","26","P. pinaster",35,0,0,0,14.1471,7.65012,1.30721,0,0,0
437,42.644279,-4.7456,"A","1","0","0","21","P. sylvestris",20,0,0,0,190.986,26.842,5.47335,0,0,0
437,42.644279,-4.7456,"A","1","0","0","25","P. nigra",20,0,0,0,159.155,25.7524,5.00545,0,0,0
438,42.644464,-4.733407,"A","1","0","0","21","P. sylvestris",25,0,0,0,42.4414,9.76214,2.04409,0,0,0
438,42.644464,-4.733407,"A","1","0","0","25","P. nigra",20,0,0,0,31.831,4.77521,0.860256,0,0,0
438,42.644464,-4.733407,"A","1","0","0","25","P. nigra",25,0,0,0,14.1471,3.04145,0.572544,0,0,0
438,42.644464,-4.733407,"A","1","0","0","26","P. pinaster",25,0,0,0,28.2942,7.21173,1.36717,0,0,0
440,42.646585,-4.587085,"A","1","0","0","25","P. nigra",30,0,0,0,42.4414,17.5114,2.96478,0,0,0
440,42.646585,-4.587085,"A","1","0","0","26","P. pinaster",35,0,0,0,42.4414,23.4424,4.2326,0,0,0
440,42.646585,-4.587085,"A","1","0","0","26","P. pinaster",40,0,0,0,56.5885,38.2812,6.83631,0,0,0
440,42.646585,-4.587085,"A","1","0","0","43","Q. pyrenaica",10,0,0,0,763.944,26.6532,6.02783,0,0,0
440,42.646585,-4.587085,"A","1","0","0","43","Q. pyrenaica",15,0,0,0,31.831,1.08675,0.412806,0,0,0
443,42.634714,-4.781921,"A","1","0","0","21","P. sylvestris",30,0,0,0,28.2942,11.285,1.88585,0,0,0
444,42.635463,-4.733158,"A","4","A","1","21","P. sylvestris",15,0,0,0,318.31,24.6601,5.78246,31.8310155048877,3.5733553380665,0.65205625
444,42.635463,-4.733158,"A","4","A","1","21","P. sylvestris",20,0,0,0,190.986,21.3505,4.98908,190.986093029326,32.4152783767828,6.07724375
444,42.635463,-4.733158,"A","4","A","1","25","P. nigra",20,0,0,0,159.155,20.8684,4.55976,254.648124039101,43.9006132990408,7.99045
445,42.63619,-4.684392,"A","4","A","1","43","Q. pyrenaica",30,0,0,0,14.1471,2.71217,0.912025,14.1471180021723,3.14789336716643,1.04380277777778
446,42.636722,-4.647817,"A","1","0","0","21","P. sylvestris",25,0,0,0,14.1471,4.03693,0.6561,0,0,0
446,42.636722,-4.647817,"A","1","0","0","25","P. nigra",20,0,0,0,31.831,5.96714,0.945756,0,0,0
446,42.636722,-4.647817,"A","1","0","0","25","P. nigra",25,0,0,0,14.1471,4.08634,0.653403,0,0,0
446,42.636722,-4.647817,"A","1","0","0","26","P. pinaster",25,0,0,0,28.2942,7.36677,1.38361,0,0,0
447,42.637919,-4.562471,"A","1","0","0","43","Q. pyrenaica",10,0,0,0,1145.92,19.3882,7.41935,0,0,0
447,42.637919,-4.562471,"A","1","0","0","43","Q. pyrenaica",15,0,0,0,95.493,7.96167,1.75791,0,0,0
447,42.637919,-4.562471,"A","1","0","0","43","Q. pyrenaica",20,0,0,0,95.493,13.8996,3.31145,0,0,0
447,42.637919,-4.562471,"A","1","0","0","43","Q. pyrenaica",25,0,0,0,70.7356,11.3496,3.3264,0,0,0
447,42.637919,-4.562471,"A","1","0","0","43","Q. pyrenaica",30,0,0,0,28.2942,7.1725,1.81641,0,0,0
448,42.638084,-4.550278,"A","4","A","1","21","P. sylvestris",30,0,0,0,70.7356,23.5742,4.79586,56.5884720086892,23.3772176726358,4.12483055555556
449,42.625523,-4.793853,"A","4","A","1","25","P. nigra",15,0,0,0,986.761,48.5388,15.894,222.817108534214,22.3324740761423,4.5446625
449,42.625523,-4.793853,"A","4","A","1","25","P. nigra",20,0,0,0,31.831,3.1808,0.805506,541.12726358309,87.833576634824,16.2987875
450,42.626461,-4.732908,"A","1","0","0","21","P. sylvestris",20,0,0,0,572.958,84.4735,16.6193,0,0,0
450,42.626461,-4.732908,"A","1","0","0","21","P. sylvestris",25,0,0,0,28.2942,7.17169,1.37785,0,0,0
451,42.626645,-4.720718,"A","1","0","0","21","P. sylvestris",25,0,0,0,127.324,30.1335,5.65916,0,0,0
451,42.626645,-4.720718,"A","1","0","0","25","P. nigra",20,0,0,0,95.493,17.363,3.17572,0,0,0
451,42.626645,-4.720718,"A","1","0","0","25","P. nigra",25,0,0,0,28.2942,6.60404,1.17861,0,0,0
451,42.626645,-4.720718,"A","1","0","0","26","P. pinaster",30,0,0,0,56.5885,19.6492,3.80372,0,0,0
455,42.628916,-4.562246,"A","4","A","1","26","P. pinaster",25,0,0,0,99.0298,21.9036,4.73414,28.2942360043446,7.37367732519018,1.41406944444444
455,42.628916,-4.562246,"A","4","A","1","26","P. pinaster",35,0,0,0,28.2942,14.6286,2.75371,42.4413540065169,25.301559192479,4.06716944444444
455,42.628916,-4.562246,"A","4","A","1","26","P. pinaster",45,0,0,0,5.09296,4.34459,0.7921,10.1859249615641,8.87267682211489,1.48266
456,42.629082,-4.550055,"A","4","A","1","21","P. sylvestris",25,0,0,0,42.4414,9.86069,1.92734,113.176944017378,33.9048506032832,5.18783888888889
456,42.629082,-4.550055,"A","4","A","1","25","P. nigra",10,0,0,0,127.324,1.81312,0.748225,0,0,0
456,42.629082,-4.550055,"A","4","A","1","25","P. nigra",25,0,0,0,99.0298,28.638,5.01952,56.5884720086892,17.7472060152279,2.649825
456,42.629082,-4.550055,"A","4","A","1","43","Q. pyrenaica",10,0,0,0,254.648,8.78747,2.3125,127.324062019551,7.63618283078038,1.404225
459,42.618893,-4.635154,"A","4","A","1","44","Q. faginea",25,0,0,0,14.1471,1.37331,0.6241,0,0,0
460,42.619747,-4.57421,"A","1","0","0","43","Q. pyrenaica",20,0,0,0,31.831,3.65296,1.03023,0,0,0
462,42.62008,-4.549832,"A","1","0","0","21","P. sylvestris",30,0,0,0,14.1471,5.60281,1,0,0,0
462,42.62008,-4.549832,"A","1","0","0","25","P. nigra",15,0,0,0,127.324,9.03816,2.15771,0,0,0
462,42.62008,-4.549832,"A","1","0","0","25","P. nigra",20,0,0,0,63.662,6.52746,1.53125,0,0,0
462,42.62008,-4.549832,"A","1","0","0","43","Q. pyrenaica",15,0,0,0,95.493,3.47085,1.25585,0,0,0
464,42.606747,-4.842076,"A","4C","A","4","25","P. nigra",10,0,0,0,509.296,9.57632,4.17097,0,0,0
464,42.606747,-4.842076,"A","4C","A","4","25","P. nigra",15,0,0,0,350.141,15.2852,5.41716,286.479139543989,15.748199819263,4.54935
466,42.610745,-4.573983,"A","4","A","1","21","P. sylvestris",30,0,0,0,28.2942,10.4551,1.70817,155.618298023895,71.9846981493919,10.6585055555556
467,42.611077,-4.549608,"A","1","A","4","25","P. nigra",15,0,0,0,859.437,61.415,15.0674,190.986093029326,17.179624697951,3.718275
467,42.611077,-4.549608,"A","1","A","4","25","P. nigra",20,0,0,0,190.986,22.6774,5.45379,413.80320156354,67.7062659038831,12.75020625
469,42.597746,-4.841811,"A","1","0","0","21","P. sylvestris",25,0,0,0,56.5885,11.4384,2.33845,0,0,0
469,42.597746,-4.841811,"A","1","0","0","43","Q. pyrenaica",15,0,0,0,31.831,1.20466,0.425756,0,0,0
471,42.598709,-4.780894,"A","1","0","0","21","P. sylvestris",25,0,0,0,84.8827,16.8315,3.69584,0,0,0
471,42.598709,-4.780894,"A","1","0","0","26","P. pinaster",35,0,0,0,14.1471,6.79835,1.42803,0,0,0
474,42.602239,-4.537199,"A","4","A","1","21","P. sylvestris",25,0,0,0,14.1471,3.00794,0.675136,113.176944017378,29.5776897843115,5.73239444444444
474,42.602239,-4.537199,"A","4","A","1","21","P. sylvestris",30,0,0,0,14.1471,4.21528,0.889878,0,0,0
474,42.602239,-4.537199,"A","4","A","1","43","Q. pyrenaica",10,0,0,0,1018.59,21.1073,8.6235,1145.91655817596,26.7487533319943,8.906525
474,42.602239,-4.537199,"A","4","A","1","43","Q. pyrenaica",15,0,0,0,31.831,1.85474,0.4096,222.817108534214,13.5241504883127,4.00605
476,42.590271,-4.744092,"A","1","A","4","21","P. sylvestris",35,0,0,0,28.2942,12.3775,2.68151,0,0,0
476,42.590271,-4.744092,"A","1","A","4","21","P. sylvestris",40,0,0,0,14.1471,10.2622,1.59601,0,0,0
476,42.590271,-4.744092,"A","1","A","4","25","P. nigra",30,0,0,0,56.5885,24.2817,3.79732,113.176944017378,60.578075189752,7.97773333333333
476,42.590271,-4.744092,"A","1","A","4","25","P. nigra",35,0,0,0,14.1471,8.23096,1.25814,0,0,0
476,42.590271,-4.744092,"A","1","A","4","43","Q. pyrenaica",10,0,0,0,127.324,5.89251,1.1881,0,0,0
476,42.590271,-4.744092,"A","1","A","4","50","Mezcla de árboles de ribera",15,0,0,0,31.831,1.74597,0.5625,0,0,0
477,42.590639,-4.719727,"A","1","0","0","25","P. nigra",20,0,0,0,127.324,16.0247,3.69153,0,0,0
480,42.593073,-4.549162,"A","1","0","0","21","P. sylvestris",30,0,0,0,14.1471,4.72365,0.928011,0,0,0
480,42.593073,-4.549162,"A","1","0","0","21","P. sylvestris",35,0,0,0,14.1471,5.30273,1.24694,0,0,0
480,42.593073,-4.549162,"A","1","0","0","26","P. pinaster",30,0,0,0,14.1471,4.70081,0.8836,0,0,0
481,42.593237,-4.536978,"A","1","0","0","21","P. sylvestris",25,0,0,0,70.7356,16.2275,3.77703,0,0,0
481,42.593237,-4.536978,"A","1","0","0","21","P. sylvestris",30,0,0,0,28.2942,7.95519,1.74537,0,0,0
481,42.593237,-4.536978,"A","1","0","0","43","Q. pyrenaica",15,0,0,0,31.831,1.71408,0.49,0,0,0
483,42.58407,-4.548939,"A","4","0","0","21","P. sylvestris",15,0,0,0,63.662,5.46488,1.23798,0,0,0
483,42.58407,-4.548939,"A","4","0","0","21","P. sylvestris",20,0,0,0,127.324,15.2677,3.52894,0,0,0
483,42.58407,-4.548939,"A","4","0","0","21","P. sylvestris",25,0,0,0,42.4414,9.27797,2.05888,0,0,0
483,42.58407,-4.548939,"A","4","0","0","25","P. nigra",20,0,0,0,31.831,4.75573,1.09726,0,0,0
483,42.58407,-4.548939,"A","4","0","0","26","P. pinaster",25,0,0,0,28.2942,5.20089,1.20736,0,0,0
484,42.584234,-4.536757,"A","1","0","0","21","P. sylvestris",30,0,0,0,84.8827,33.5603,5.84871,0,0,0
484,42.584234,-4.536757,"A","1","0","0","25","P. nigra",15,0,0,0,63.662,6.80733,1.42113,0,0,0
488,42.575395,-4.524355,"A","4","A","4","25","P. nigra",20,0,0,0,286.479,42.4976,8.78069,350.141170553764,75.517050803953,11.9911625
488,42.575395,-4.524355,"A","4","A","4","25","P. nigra",25,0,0,0,42.4414,9.47915,1.78683,183.91253402824,54.9943626763353,8.493025
491,42.5659,-4.560672,"A","4","0","0","21","P. sylvestris",30,0,0,0,14.1471,4.53875,0.924803,0,0,0
492,42.56623,-4.536315,"A","4","A","1","43","Q. pyrenaica",10,0,0,0,127.324,2.59608,1.09202,509.296248078203,14.296739088252,3.87465
492,42.56623,-4.536315,"A","4","A","1","43","Q. pyrenaica",15,0,0,0,95.493,5.20506,1.55469,63.6620310097753,3.19334259477394,0.89040625
493,42.566392,-4.524136,"A","4","0","0","25","P. nigra",15,0,0,0,350.141,24.4982,6.22249,0,0,0
493,42.566392,-4.524136,"A","4","0","0","25","P. nigra",20,0,0,0,350.141,47.9649,10.6216,0,0,0
493,42.566392,-4.524136,"A","4","0","0","26","P. pinaster",25,0,0,0,14.1471,2.30399,0.603211,0,0,0
493,42.566392,-4.524136,"A","4","0","0","43","Q. pyrenaica",10,0,0,0,127.324,2.1768,0.970225,0,0,0
496,42.55739,-4.523917,"A","4","A","1","25","P. nigra",20,0,0,0,159.155,17.9341,4.34431,190.986093029326,35.7233297457466,6.7100125
496,42.55739,-4.523917,"A","4","A","1","25","P. nigra",25,0,0,0,42.4414,8.86656,1.85478,141.471180021723,40.5332178795526,6.90855555555556
497,42.545263,-4.742838,"A","4","A","1","21","P. sylvestris",40,0,0,0,14.1471,8.8846,1.64694,28.2942360043446,23.1800381007102,3.78600277777778
497,42.545263,-4.742838,"A","4","A","1","21","P. sylvestris",50,0,0,0,5.09296,6.0146,1.002,0,0,0
497,42.545263,-4.742838,"A","4","A","1","25","P. nigra",25,0,0,0,14.1471,3.85835,0.616225,0,0,0
497,42.545263,-4.742838,"A","4","A","1","25","P. nigra",35,0,0,0,14.1471,7.43021,1.20268,0,0,0
497,42.545263,-4.742838,"A","4","A","1","43","Q. pyrenaica",15,0,0,0,127.324,8.5959,1.99192,318.310155048877,21.7186045017418,5.116325
498,42.545448,-4.730665,"A","1","0","0","21","P. sylvestris",10,0,0,0,127.324,3.60527,1.2996,0,0,0
